A_form5,B_form5,form_diff5,A_form10,B_form10,form_diff10,A_overall_wr,B_overall_wr,overall_wr_diff,A_venue_wr,B_venue_wr,A_venue_exp,B_venue_exp,venue_exp_diff,venue_wr_diff,venue_bat_first_wr,A_avg_score,B_avg_score,score_diff,A_avg_wickets,B_avg_wickets,wicket_diff,h2h_wr_A,h2h_n,toss_decision_bat,toss_correct,A_consistency,B_consistency,season_stage,toss_winner_won,match_id,season,team_A,team_B
0.4,0.8,-0.4,0.5,0.8,-0.3,0.5769,0.625,-0.0481,0.5,0.5,0,0,0,0.0,0.5,155.5,146.92,8.58,5.58,7.25,-1.67,0.6667,3,0,0,0.5,0.433,1,1,392226,2009,Kings XI Punjab,Delhi Capitals
0.4,0.0,0.4,0.5,0.1,0.4,0.32,0.3043,0.0157,0.5,0.0,0,1,-1,0.5,0.5,155.32,141.87,13.45,5.76,4.91,0.85,0.3333,3,0,0,0.4841,0.0,1,1,392228,2009,Deccan Chargers,Kolkata Knight Riders
0.4,0.8,-0.4,0.4,0.6,-0.2,0.48,0.5769,-0.0969,1.0,1.0,2,1,1,0.0,0.5,146.6,159.62,-13.02,6.64,6.31,0.33,0.6667,3,1,1,0.4841,0.4841,1,0,392227,2009,Mumbai Indians,Chennai Super Kings
0.6,0.4,0.2,0.5,0.6,-0.1,0.3462,0.5926,-0.2464,1.0,0.5,1,0,1,0.5,0.5,155.73,154.3,1.43,5.73,5.7,0.03,0.0,3,0,0,0.4841,0.5,2,0,392229,2009,Deccan Chargers,Kings XI Punjab
0.8,0.6,0.2,0.7,0.6,0.1,0.6,0.7037,-0.1037,0.0,0.5,1,0,1,-0.5,0.5,145.84,150.74,-4.9,7.12,6.93,0.19,0.25,4,1,1,0.4841,0.4841,2,1,392230,2009,Delhi Capitals,Rajasthan Royals
0.8,0.0,0.8,0.7,0.1,0.6,0.5926,0.2917,0.3009,1.0,0.0,2,1,1,1.0,0.5,159.3,142.62,16.68,6.26,4.88,1.38,1.0,2,1,1,0.433,0.0,2,0,392231,2009,Chennai Super Kings,Kolkata Knight Riders
0.8,0.6,0.2,0.7,0.5,0.2,0.6154,0.3846,0.2308,0.5,1.0,2,1,1,-0.5,0.5,146.0,141.23,4.77,7.19,5.0,2.19,1.0,3,1,1,0.433,0.4841,2,0,392232,2009,Delhi Capitals,Royal Challengers Bangalore
0.2,0.4,-0.2,0.1,0.5,-0.4,0.32,0.6786,-0.3586,0.3333,1.0,3,2,1,-0.6667,0.5,144.48,150.21,-5.73,4.8,6.79,-1.99,0.0,3,0,0,0.3307,0.5,2,1,392233,2009,Kolkata Knight Riders,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.5714,0.6071,-0.0357,0.0,0.4,3,5,-2,-0.4,0.5,160.32,153.57,6.75,6.14,5.79,0.35,1.0,4,1,1,0.433,0.5,2,1,392234,2009,Chennai Super Kings,Kings XI Punjab
0.6,0.4,0.2,0.6,0.4,0.2,0.5926,0.4615,0.1311,0.5,0.5,2,2,0,0.0,0.5,145.56,146.62,-1.06,7.04,6.5,0.54,0.6667,3,0,0,0.4841,0.4841,2,1,392235,2009,Delhi Capitals,Mumbai Indians
0.6,0.4,0.2,0.6,0.4,0.2,0.4074,0.3333,0.0741,0.5,0.5,2,2,0,0.0,0.5,141.0,154.89,-13.89,5.07,5.78,-0.71,0.6667,3,1,1,0.433,0.4841,2,1,392236,2009,Royal Challengers Bangalore,Deccan Chargers
0.4,0.6,-0.2,0.3,0.7,-0.4,0.3214,0.6071,-0.2857,0.3333,0.6667,3,3,0,-0.3334,0.5,155.0,146.29,8.71,5.71,7.07,-1.36,0.0,4,0,0,0.4841,0.433,2,1,392237,2009,Deccan Chargers,Delhi Capitals
0.8,0.6,0.2,0.7,0.7,0.0,0.4286,0.5862,-0.1576,1.0,1.0,2,1,1,0.0,0.5,142.04,158.79,-16.75,5.11,6.21,-1.1,0.5,4,0,0,0.433,0.433,2,1,392238,2009,Royal Challengers Bangalore,Chennai Super Kings
1.0,0.4,0.6,0.8,0.4,0.4,0.4483,0.3448,0.1035,1.0,0.5,3,2,1,0.5,0.5,142.28,154.97,-12.69,5.1,5.79,-0.69,0.75,4,0,0,0.433,0.5,2,0,392239,2009,Royal Challengers Bangalore,Deccan Chargers
0.6,0.4,0.2,0.5,0.2,0.3,0.3667,0.3462,0.0205,1.0,0.5,1,0,1,0.5,0.5,154.57,142.85,11.72,5.9,4.96,0.94,0.5,4,0,0,0.5,0.433,0,0,419106,2010,Deccan Chargers,Kolkata Knight Riders
0.4,0.2,0.2,0.3,0.5,-0.2,0.4444,0.6552,-0.2108,0.5,0.5,0,0,0,0.0,0.5,147.3,148.52,-1.22,6.48,6.76,-0.28,0.3333,3,1,1,0.433,0.5,0,1,419107,2010,Mumbai Indians,Rajasthan Royals
0.4,0.6,-0.2,0.6,0.5,0.1,0.5862,0.5862,0.0,0.0,0.8571,1,7,-6,-0.8571,0.5,146.52,151.45,-4.93,6.97,5.9,1.07,0.25,4,0,0,0.4841,0.5,0,1,419108,2010,Delhi Capitals,Kings XI Punjab
0.6,0.8,-0.2,0.3,0.7,-0.4,0.3704,0.4333,-0.0629,0.5714,0.0,7,1,6,0.5714,0.5,143.52,142.1,1.42,5.04,5.13,-0.09,0.5,4,0,0,0.4841,0.4841,0,1,419109,2010,Kolkata Knight Riders,Royal Challengers Bangalore
0.4,0.4,0.0,0.5,0.7,-0.2,0.3548,0.5667,-0.2119,1.0,0.4286,1,7,-6,0.5714,0.5,154.42,158.37,-3.95,5.84,6.13,-0.29,0.5,4,1,1,0.5,0.4841,0,1,419110,2010,Deccan Chargers,Chennai Super Kings
0.6,0.2,0.4,0.7,0.4,0.3,0.6,0.6333,-0.0333,0.5,0.5,0,0,0,0.0,0.5,146.5,150.5,-4.0,7.03,6.77,0.26,0.4,5,0,0,0.4841,0.4841,0,1,419111,2010,Delhi Capitals,Rajasthan Royals
0.4,0.6,-0.2,0.4,0.6,-0.2,0.5667,0.4194,0.1473,1.0,0.1429,1,7,-6,0.8571,0.5,151.13,141.87,9.26,5.87,5.06,0.81,0.75,4,1,1,0.4841,0.4841,0,0,419112,2010,Kings XI Punjab,Royal Challengers Bangalore
0.4,0.8,-0.4,0.6,0.4,0.2,0.5484,0.3929,0.1555,1.0,0.625,1,8,-7,0.375,0.5,158.39,143.25,15.14,6.06,5.11,0.95,0.6667,3,1,1,0.5,0.5,0,1,419113,2010,Chennai Super Kings,Kolkata Knight Riders
0.6,0.4,0.2,0.7,0.4,0.3,0.6129,0.4643,0.1486,0.6667,0.0,6,1,5,0.6667,0.5,146.35,149.61,-3.26,7.0,6.5,0.5,0.75,4,0,0,0.4841,0.4841,0,0,419114,2010,Delhi Capitals,Mumbai Indians
0.6,0.2,0.4,0.6,0.4,0.2,0.4375,0.6129,-0.1754,0.25,1.0,8,1,7,-0.75,0.5,143.81,150.19,-6.38,5.0,6.68,-1.68,0.25,4,0,0,0.433,0.433,0,1,419115,2010,Royal Challengers Bangalore,Rajasthan Royals
0.6,0.4,0.2,0.6,0.6,0.0,0.5938,0.5625,0.0313,0.5714,1.0,7,1,6,-0.4286,0.5,145.53,158.56,-13.03,7.0,6.19,0.81,0.5,4,1,1,0.5,0.5,0,0,419116,2010,Delhi Capitals,Chennai Super Kings
0.4,0.6,-0.2,0.4,0.5,-0.1,0.5484,0.375,0.1734,0.5,0.5,0,0,0,0.0,0.5,152.81,155.53,-2.72,5.74,5.94,-0.2,1.0,4,0,0,0.4841,0.5,0,0,419117,2010,Kings XI Punjab,Deccan Chargers
0.0,0.8,-0.8,0.3,0.4,-0.1,0.5938,0.3793,0.2145,0.0,0.5,1,0,1,-0.5,0.5,148.38,142.07,6.31,6.47,5.03,1.44,0.75,4,1,1,0.3307,0.5,0,1,419118,2010,Rajasthan Royals,Kolkata Knight Riders
0.4,0.6,-0.2,0.4,0.7,-0.3,0.4828,0.4545,0.0283,1.0,0.5,1,0,1,0.5,0.5,151.97,142.27,9.7,6.59,5.15,1.44,0.5,4,1,1,0.5,0.433,0,0,419119,2010,Mumbai Indians,Royal Challengers Bangalore
0.6,0.2,0.4,0.6,0.3,0.3,0.5758,0.5312,0.0446,0.375,0.0,8,1,7,0.375,0.5,159.52,153.16,6.36,6.18,5.81,0.37,1.0,5,0,0,0.5,0.4841,0,0,419121,2010,Chennai Super Kings,Kings XI Punjab
0.8,0.4,0.4,0.6,0.5,0.1,0.3939,0.5758,-0.1819,1.0,0.5,1,0,1,0.5,0.5,155.97,146.73,9.24,6.0,6.94,-0.94,0.2,5,1,1,0.4841,0.5,0,1,419120,2010,Deccan Chargers,Delhi Capitals
0.6,0.4,0.2,0.4,0.4,0.0,0.3667,0.4667,-0.1,0.5,0.5,0,2,-2,0.0,0.5,141.8,151.93,-10.13,5.1,6.47,-1.37,0.0,4,1,1,0.5,0.5,0,0,419122,2010,Kolkata Knight Riders,Mumbai Indians
0.4,0.6,-0.2,0.5,0.8,-0.3,0.5588,0.4706,0.0882,1.0,0.3333,1,9,-8,0.6667,0.5,159.09,142.65,16.44,6.26,5.26,1.0,0.4,5,0,0,0.5,0.433,0,0,419123,2010,Chennai Super Kings,Royal Challengers Bangalore
0.2,0.2,0.0,0.4,0.3,0.1,0.5455,0.6061,-0.0606,0.75,0.0,8,1,7,0.75,0.5,152.94,148.97,3.97,5.91,6.42,-0.51,0.5,4,0,0,0.4841,0.433,0,0,419124,2010,Kings XI Punjab,Rajasthan Royals
0.6,0.4,0.2,0.5,0.4,0.1,0.4839,0.5429,-0.059,0.6667,0.5,3,0,3,0.1667,0.5,152.06,158.4,-6.34,6.35,6.23,0.12,0.5,4,0,0,0.5,0.4841,0,1,419125,2010,Mumbai Indians,Chennai Super Kings
0.8,0.4,0.4,0.8,0.4,0.4,0.4857,0.5588,-0.0731,0.4,1.0,10,1,9,-0.6,0.5,143.46,147.15,-3.69,5.31,6.91,-1.6,0.25,4,0,0,0.433,0.4841,0,0,419128,2010,Royal Challengers Bangalore,Delhi Capitals
0.8,0.4,0.4,0.6,0.3,0.3,0.4118,0.6176,-0.2058,0.5,0.5,0,2,-2,0.0,0.5,156.41,149.97,6.44,6.09,6.53,-0.44,0.25,4,1,1,0.4841,0.4841,1,0,419126,2010,Deccan Chargers,Rajasthan Royals
0.4,0.2,0.2,0.4,0.4,0.0,0.3548,0.5294,-0.1746,0.0,0.6667,1,9,-8,-0.6667,0.5,142.23,152.91,-10.68,5.03,5.88,-0.85,0.5,4,1,1,0.5,0.4841,1,1,419127,2010,Kolkata Knight Riders,Kings XI Punjab
0.6,0.8,-0.2,0.6,0.6,0.0,0.4,0.5,-0.1,0.5,0.6667,2,3,-1,-0.1667,0.5,156.17,152.97,3.2,5.97,6.22,-0.25,0.75,4,0,0,0.4841,0.5,1,0,419130,2010,Deccan Chargers,Mumbai Indians
0.6,0.4,0.2,0.4,0.4,0.0,0.6286,0.5278,0.1008,0.6667,0.5,3,0,3,0.1667,0.5,150.0,159.0,-9.0,6.6,6.19,0.41,0.6,5,1,1,0.4841,0.4841,1,1,419129,2010,Rajasthan Royals,Chennai Super Kings
0.4,0.4,0.0,0.5,0.5,0.0,0.5714,0.375,0.1964,0.5,0.5,8,0,8,0.0,0.5,148.17,143.5,4.67,6.97,5.06,1.91,0.6667,3,1,1,0.5,0.4841,1,1,419131,2010,Delhi Capitals,Kolkata Knight Riders
0.8,0.2,0.6,0.6,0.3,0.3,0.5152,0.5143,0.0009,0.75,0.5,4,0,4,0.25,0.5,153.55,152.66,0.89,6.33,5.86,0.47,0.25,4,0,0,0.4841,0.433,1,1,419132,2010,Mumbai Indians,Kings XI Punjab
0.8,0.2,0.6,0.7,0.3,0.4,0.4722,0.5135,-0.0413,1.0,0.3333,1,9,-8,0.6667,0.5,144.08,159.03,-14.95,5.28,6.24,-0.96,0.6667,6,1,1,0.4841,0.433,1,0,419133,2010,Royal Challengers Bangalore,Chennai Super Kings
0.4,0.8,-0.4,0.5,0.5,0.0,0.5833,0.6389,-0.0556,0.5556,0.0,9,1,8,0.5556,0.5,148.97,150.75,-1.78,7.03,6.58,0.45,0.5,6,1,1,0.5,0.5,1,1,419134,2010,Delhi Capitals,Rajasthan Royals
0.2,0.6,-0.4,0.5,0.5,0.0,0.3636,0.3889,-0.0253,0.5556,0.0,9,1,8,0.5556,0.5,143.3,155.47,-12.17,5.03,6.0,-0.97,0.6,5,1,1,0.5,0.4841,1,1,419135,2010,Kolkata Knight Riders,Deccan Chargers
0.2,0.6,-0.4,0.3,0.6,-0.3,0.5,0.4595,0.0405,0.6,0.0,10,1,9,0.6,0.5,152.94,144.54,8.4,5.86,5.27,0.59,0.6,5,1,1,0.3307,0.5,1,0,419136,2010,Kings XI Punjab,Royal Challengers Bangalore
0.8,0.4,0.4,0.6,0.5,0.1,0.5294,0.3784,0.151,0.8,0.5,5,0,5,0.3,0.5,153.85,155.51,-1.66,6.44,6.0,0.44,0.4,5,1,1,0.433,0.5,1,1,419138,2010,Mumbai Indians,Deccan Chargers
0.2,0.8,-0.6,0.4,0.4,0.0,0.5263,0.6216,-0.0953,0.4,1.0,10,1,9,-0.6,0.5,159.11,149.95,9.16,6.18,6.57,-0.39,0.3333,6,1,1,0.4841,0.5,1,1,419137,2010,Chennai Super Kings,Rajasthan Royals
0.6,0.6,0.0,0.6,0.6,0.0,0.5946,0.4737,0.1209,0.6,0.0,10,1,9,0.6,0.5,150.03,145.58,4.45,7.11,5.26,1.85,0.8,5,1,1,0.4841,0.4841,1,1,419140,2010,Delhi Capitals,Royal Challengers Bangalore
0.4,0.2,0.2,0.6,0.2,0.4,0.3824,0.4865,-0.1041,0.6,0.0,10,1,9,0.6,0.5,144.41,153.7,-9.29,5.03,5.81,-0.78,0.6,5,1,1,0.5,0.3307,1,0,419139,2010,Kolkata Knight Riders,Kings XI Punjab
0.6,0.2,0.4,0.4,0.5,-0.1,0.6053,0.3684,0.2369,0.5,0.5,0,0,0,0.0,0.5,151.87,154.45,-2.58,6.53,5.97,0.56,0.8,5,1,1,0.5,0.4841,1,1,419141,2010,Rajasthan Royals,Deccan Chargers
0.4,1.0,-0.6,0.4,0.7,-0.3,0.5385,0.5429,-0.0044,0.4545,0.0,11,1,10,0.4545,0.5,161.33,154.54,6.79,6.15,6.54,-0.39,0.4,5,1,1,0.5,0.3307,1,1,419142,2010,Chennai Super Kings,Mumbai Indians
0.2,0.6,-0.4,0.2,0.5,-0.3,0.5,0.6154,-0.1154,0.0,1.0,1,7,-6,-1.0,0.5,155.03,152.05,2.98,5.74,6.62,-0.88,0.4,5,1,1,0.433,0.4841,1,0,419143,2010,Kings XI Punjab,Rajasthan Royals
0.4,0.8,-0.4,0.5,0.6,-0.1,0.3714,0.6053,-0.2339,0.5455,0.0,11,1,10,0.5455,0.5,146.0,150.92,-4.92,4.94,7.16,-2.22,0.25,4,1,1,0.4841,0.4841,1,1,419144,2010,Kolkata Knight Riders,Delhi Capitals
0.0,0.4,-0.4,0.4,0.5,-0.1,0.359,0.4615,-0.1025,0.0,0.3636,1,11,-10,-0.3636,0.5,154.51,145.62,8.89,6.08,5.26,0.82,0.4,5,0,0,0.4841,0.4841,1,1,419145,2010,Deccan Chargers,Royal Challengers Bangalore
0.8,0.2,0.6,0.7,0.2,0.5,0.5278,0.4872,0.0406,0.0,0.5455,1,11,-10,-0.5455,0.5,154.17,154.97,-0.8,6.47,5.62,0.85,0.4,5,1,1,0.433,0.433,1,0,419146,2010,Mumbai Indians,Kings XI Punjab
0.6,0.2,0.4,0.5,0.4,0.1,0.55,0.375,0.175,0.5,0.0,0,1,-1,0.5,0.5,161.43,155.3,6.13,6.22,6.08,0.14,0.4,5,1,1,0.5,0.4841,1,0,419147,2010,Chennai Super Kings,Deccan Chargers
0.2,0.6,-0.4,0.5,0.5,0.0,0.45,0.3889,0.0611,0.3333,1.0,12,1,11,-0.6667,0.5,146.57,146.97,-0.4,5.2,5.03,0.17,0.4,5,0,0,0.5,0.4841,1,1,419148,2010,Royal Challengers Bangalore,Kolkata Knight Riders
0.6,0.6,0.0,0.6,0.7,-0.1,0.625,0.5135,0.1115,1.0,0.0,8,1,7,1.0,0.5,152.18,154.16,-1.98,6.6,6.41,0.19,0.5,4,0,0,0.433,0.4841,1,0,419150,2010,Rajasthan Royals,Mumbai Indians
0.8,0.4,0.4,0.6,0.3,0.3,0.5897,0.5,0.0897,0.6364,1.0,11,1,10,-0.3636,0.5,151.33,155.05,-3.72,7.05,5.7,1.35,0.4,5,1,1,0.5,0.4841,1,0,419149,2010,Delhi Capitals,Kings XI Punjab
0.4,0.4,0.0,0.6,0.5,0.1,0.4634,0.3902,0.0732,0.5,0.5,0,2,-2,0.0,0.5,146.95,154.9,-7.95,5.29,6.12,-0.83,0.5,6,0,0,0.5,0.4841,1,0,419151,2010,Royal Challengers Bangalore,Deccan Chargers
0.6,0.6,0.0,0.7,0.5,0.2,0.5263,0.575,-0.0487,0.8333,0.5,6,0,6,0.3333,0.5,154.68,150.32,4.36,6.45,6.95,-0.5,0.4,5,1,1,0.433,0.5,2,1,419152,2010,Mumbai Indians,Delhi Capitals
0.4,0.6,-0.2,0.4,0.5,-0.1,0.3784,0.5366,-0.1582,0.0,0.5,1,12,-11,-0.5,0.5,147.32,160.85,-13.53,4.97,6.17,-1.2,0.25,4,1,1,0.4841,0.4841,2,0,419153,2010,Kolkata Knight Riders,Chennai Super Kings
0.4,0.4,0.0,0.6,0.5,0.1,0.6098,0.4524,0.1574,0.8889,0.0,9,1,8,0.8889,0.5,151.8,146.74,5.06,6.56,5.31,1.25,0.6,5,1,1,0.4841,0.4841,2,0,419154,2010,Rajasthan Royals,Royal Challengers Bangalore
0.8,0.4,0.4,0.5,0.4,0.1,0.5476,0.561,-0.0134,0.5385,1.0,13,1,12,-0.4615,0.5,160.43,150.17,10.26,6.21,6.88,-0.67,0.6,5,1,1,0.5,0.5,2,0,419155,2010,Chennai Super Kings,Delhi Capitals
0.6,0.6,0.0,0.5,0.4,0.1,0.4048,0.5122,-0.1074,0.5,0.5,0,0,0,0.0,0.5,154.81,154.0,0.81,6.21,5.8,0.41,0.2,5,0,0,0.4841,0.4841,2,1,419156,2010,Deccan Chargers,Kings XI Punjab
0.4,0.4,0.0,0.6,0.3,0.3,0.5952,0.3684,0.2268,1.0,0.5833,1,12,-11,0.4167,0.5,151.29,147.11,4.18,6.52,4.87,1.65,0.8,5,1,1,0.5,0.4841,2,0,419158,2010,Rajasthan Royals,Kolkata Knight Riders
0.4,0.6,-0.2,0.5,0.7,-0.2,0.4651,0.5385,-0.0734,0.3846,1.0,13,1,12,-0.6154,0.5,146.4,155.41,-9.01,5.33,6.46,-1.13,0.6,5,0,0,0.4841,0.433,2,0,419157,2010,Royal Challengers Bangalore,Mumbai Indians
0.8,0.4,0.4,0.5,0.5,0.0,0.4186,0.5714,-0.1528,0.0,0.5833,1,12,-11,-0.5833,0.5,155.35,149.29,6.06,6.14,6.93,-0.79,0.3333,6,1,1,0.5,0.4841,2,1,419160,2010,Deccan Chargers,Delhi Capitals
0.6,0.6,0.0,0.4,0.4,0.0,0.5349,0.5,0.0349,0.5,0.0,0,1,-1,0.5,0.5,159.3,154.48,4.82,6.16,5.79,0.37,0.8333,6,0,0,0.5,0.4841,2,1,419159,2010,Chennai Super Kings,Kings XI Punjab
0.6,0.4,0.2,0.8,0.4,0.4,0.55,0.3846,0.1654,1.0,0.6154,1,13,-12,0.3846,0.5,156.3,146.74,9.56,6.52,4.97,1.55,1.0,5,1,1,0.433,0.5,2,0,419161,2010,Mumbai Indians,Kolkata Knight Riders
0.6,0.4,0.2,0.7,0.4,0.3,0.5366,0.4545,0.0821,0.75,0.5,4,0,4,0.25,0.5,155.73,146.11,9.62,6.39,5.3,1.09,0.5,6,1,1,0.4841,0.4841,2,1,419162,2010,Mumbai Indians,Royal Challengers Bangalore
0.6,1.0,-0.4,0.5,0.5,0.0,0.5455,0.4318,0.1137,0.0,0.3333,1,3,-2,-0.3333,0.5,160.11,155.11,5.0,6.09,6.16,-0.07,0.3333,6,1,1,0.4841,0.4841,2,1,419163,2010,Chennai Super Kings,Deccan Chargers
0.8,0.4,0.4,0.5,0.3,0.2,0.4222,0.4444,-0.0222,0.25,0.0,4,1,3,0.25,0.5,153.98,146.18,7.8,6.18,5.29,0.89,0.5714,7,1,1,0.4841,0.4841,2,0,419164,2010,Deccan Chargers,Royal Challengers Bangalore
0.6,0.8,-0.2,0.6,0.7,-0.1,0.5556,0.5476,0.008,0.5,0.8,2,5,-3,-0.3,0.5,159.71,156.4,3.31,6.18,6.45,-0.27,0.5,6,1,1,0.433,0.4841,2,1,419165,2010,Chennai Super Kings,Mumbai Indians
0.8,0.6,0.2,0.7,0.5,0.2,0.5652,0.4,0.1652,0.5,0.0,14,2,12,0.5,0.5,159.89,146.45,13.44,6.24,5.05,1.19,0.8,5,1,1,0.433,0.5,0,1,501198,2011,Chennai Super Kings,Kolkata Knight Riders
0.4,0.6,-0.2,0.5,0.5,0.0,0.5814,0.413,0.1684,1.0,0.0,1,7,-6,1.0,0.5,150.84,152.41,-1.57,6.42,6.07,0.35,0.8333,6,0,0,0.4841,0.4841,0,1,501199,2011,Rajasthan Royals,Deccan Chargers
0.5,0.4,0.1,0.5,0.4,0.1,0.5,0.4565,0.0435,0.5,0.5,0,0,0,0.0,0.5,150.0,144.87,5.13,7.0,5.39,1.61,0.5,0,1,1,0.3,0.4841,0,0,501200,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore
0.4,0.5,-0.1,0.3,0.5,-0.2,0.4884,0.5,-0.0116,0.5,0.5,0,0,0,0.0,0.5,155.35,150.0,5.35,5.74,7.0,-1.26,0.5,0,1,1,0.4841,0.3,0,0,501202,2011,Kings XI Punjab,Pune Warriors India
0.2,0.6,-0.4,0.5,0.6,-0.1,0.5581,0.5349,0.0232,0.5385,0.5,13,2,11,0.0385,0.5,148.93,156.16,-7.23,6.93,6.42,0.51,0.5,6,1,1,0.5,0.5,0,0,501201,2011,Delhi Capitals,Mumbai Indians
0.4,0.4,0.0,0.5,0.5,0.0,0.3902,0.4043,-0.0141,0.6429,0.0,14,2,12,0.6429,0.5,146.56,152.09,-5.53,5.02,5.98,-0.96,0.6667,6,1,1,0.5,0.4841,0,1,501203,2011,Kolkata Knight Riders,Deccan Chargers
0.2,0.4,-0.2,0.5,0.5,0.0,0.5455,0.5909,-0.0454,0.0,0.8,1,10,-9,-0.8,0.5,147.7,150.61,-2.91,6.82,6.45,0.37,0.5714,7,1,1,0.4841,0.4841,0,0,501204,2011,Delhi Capitals,Rajasthan Royals
0.6,0.6,0.0,0.6,0.5,0.1,0.5455,0.4681,0.0774,1.0,0.3571,2,14,-12,0.6429,0.5,154.86,145.23,9.63,6.5,5.38,1.12,0.5714,7,0,0,0.4841,0.5,0,1,501205,2011,Mumbai Indians,Royal Challengers Bangalore
0.4,0.8,-0.4,0.3,0.8,-0.5,0.4773,0.5745,-0.0972,0.5833,1.0,12,1,11,-0.4167,0.5,154.36,159.74,-5.38,5.68,6.26,-0.58,0.1429,7,0,0,0.4841,0.433,0,1,501206,2011,Kings XI Punjab,Chennai Super Kings
0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.5,1.0,0,1,-1,-0.5,0.5,161.0,113.0,48.0,4.0,8.0,-4.0,0.5,0,1,1,0.3,0.3,0,0,501207,2011,Kochi Tuskers Kerala,Pune Warriors India
0.4,0.2,0.2,0.4,0.5,-0.1,0.4583,0.3958,0.0625,1.0,0.0,1,8,-7,1.0,0.5,145.12,152.12,-7.0,5.29,5.94,-0.65,0.5,8,0,0,0.5,0.5,0,0,501208,2011,Royal Challengers Bangalore,Deccan Chargers
0.0,0.6,-0.6,0.0,0.6,-0.6,0.0,0.5556,-0.5556,0.5,0.5,0,4,-4,0.0,0.5,154.5,154.6,-0.1,5.0,6.44,-1.44,0.5,0,0,0,0.3,0.433,0,1,501210,2011,Kochi Tuskers Kerala,Mumbai Indians
0.6,0.4,0.2,0.5,0.5,0.0,0.4048,0.6,-0.1952,0.0,0.8182,1,11,-10,-0.8182,0.5,146.95,150.64,-3.69,5.1,6.44,-1.34,0.3333,6,0,0,0.5,0.5,0,1,501209,2011,Kolkata Knight Riders,Rajasthan Royals
0.8,0.4,0.4,0.7,0.4,0.3,0.5625,0.449,0.1135,0.5333,0.5,15,2,13,0.0333,0.5,160.33,145.06,15.27,6.21,5.29,0.92,0.4286,7,1,1,0.4841,0.4841,0,1,501211,2011,Chennai Super Kings,Royal Challengers Bangalore
0.4,0.2,0.2,0.4,0.6,-0.2,0.4889,0.4082,0.0807,1.0,0.1111,1,9,-8,0.8889,0.5,155.22,152.59,2.63,5.64,6.0,-0.36,0.6667,6,0,0,0.5,0.5,0,1,501212,2011,Kings XI Punjab,Deccan Chargers
0.2,1.0,-0.8,0.4,1.0,-0.6,0.5333,1.0,-0.4667,0.0,1.0,1,2,-1,-1.0,0.5,147.78,132.0,15.78,6.76,8.0,-1.24,0.5,0,0,0,0.433,0.3,0,1,501213,2011,Delhi Capitals,Pune Warriors India
0.8,0.4,0.4,0.6,0.4,0.2,0.4186,0.587,-0.1684,0.6667,0.5,15,2,13,0.1667,0.5,147.26,150.83,-3.57,5.07,6.33,-1.26,0.4286,7,0,0,0.4841,0.5,0,1,501214,2011,Kolkata Knight Riders,Rajasthan Royals
0.3333,0.8,-0.4667,0.3333,0.7,-0.3667,0.3333,0.5714,-0.2381,0.0,0.5,1,0,1,-0.5,0.5,164.33,160.8,3.53,4.0,6.22,-2.22,0.5,0,0,0,0.4714,0.433,0,1,501215,2011,Kochi Tuskers Kerala,Chennai Super Kings
0.2,0.4,-0.2,0.5,0.4,0.1,0.4,0.5435,-0.1435,0.5,0.5,2,14,-12,0.0,0.5,152.84,148.7,4.14,5.92,6.72,-0.8,0.4286,7,1,1,0.4841,0.433,0,1,501216,2011,Deccan Chargers,Delhi Capitals
0.6667,0.6,0.0667,0.6667,0.6,0.0667,0.6667,0.5435,0.1232,0.5,0.4,0,5,-5,0.1,0.5,150.33,155.2,-4.87,7.67,6.35,1.32,0.5,0,1,1,0.4714,0.4841,0,0,501218,2011,Pune Warriors India,Mumbai Indians
0.8,0.5,0.3,0.6,0.5,0.1,0.4318,0.5,-0.0682,0.6875,0.5,16,0,16,0.1875,0.5,145.84,157.0,-11.16,5.18,4.0,1.18,0.5,0,0,0,0.4841,0.5,0,0,501219,2011,Kolkata Knight Riders,Kochi Tuskers Kerala
0.4,0.4,0.0,0.4,0.5,-0.1,0.5745,0.5,0.0745,0.5,0.6154,2,13,-11,-0.1154,0.5,149.34,155.46,-6.12,6.23,5.7,0.53,0.6667,6,0,0,0.4841,0.5,1,0,501220,2011,Rajasthan Royals,Kings XI Punjab
0.6,0.6,0.0,0.6,0.7,-0.1,0.56,0.5532,0.0068,0.5,0.5,2,6,-4,0.0,0.5,160.2,154.53,5.67,6.16,6.43,-0.27,0.5714,7,0,0,0.4841,0.4841,1,0,501221,2011,Chennai Super Kings,Mumbai Indians
0.4,0.6,-0.2,0.4,0.6,-0.2,0.44,0.4222,0.0178,0.0,0.6471,2,17,-15,-0.6471,0.5,145.4,145.4,0.0,5.28,5.22,0.06,0.5,6,0,0,0.4841,0.4841,1,1,501222,2011,Royal Challengers Bangalore,Kolkata Knight Riders
0.6,0.2,0.4,0.6,0.3,0.3,0.5106,0.5319,-0.0213,1.0,0.4667,2,15,-13,0.5333,0.5,156.3,148.77,7.53,5.72,6.66,-0.94,0.6667,6,0,0,0.4841,0.433,1,0,501223,2011,Kings XI Punjab,Delhi Capitals
